pc4,INWONER,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AV5_CAFE,AV5_CAFTAR,AV5_HOTEL,AV5_RESTAU,median_inc
6042,9310.0,1255.0,990.0,2350.0,2730.0,1980.0,70.0,10.0,10.0,2.0,975.0,1501.0,38.7,19.3,23.9,22.3,1.8,19.2,40900.0
6043,11715.0,1910.0,1320.0,2825.0,3545.0,2115.0,50.0,20.0,30.0,2.1,1830.0,2110.0,38.6,16.6,14.3,8.9,1.3,4.3,32600.0
6044,3310.0,620.0,465.0,915.0,890.0,420.0,40.0,20.0,40.0,2.2,705.0,1990.0,39.8,15.7,13.2,13.4,3.7,8.4,36800.0
6045,5880.0,860.0,645.0,1585.0,1690.0,1100.0,70.0,20.0,20.0,2.1,805.0,1272.0,34.5,21.6,22.3,10.7,1.9,5.1,36100.0
6049,7725.0,1570.0,745.0,1960.0,2230.0,1220.0,80.0,10.0,10.0,2.5,430.0,830.0,33.9,20.4,27.5,18.6,2.5,11.5,41200.0
6051,6930.0,860.0,710.0,1410.0,2220.0,1730.0,80.0,10.0,0.0,2.1,560.0,656.0,39.7,16.1,12.6,21.8,1.1,12.0,39100.0
6061,4000.0,480.0,385.0,800.0,1365.0,965.0,80.0,20.0,0.0,2.2,340.0,303.0,31.0,21.7,36.3,45.8,2.3,25.9,38600.0
6063,2335.0,255.0,220.0,450.0,790.0,620.0,80.0,20.0,0.0,2.1,185.0,253.0,35.9,18.2,10.8,13.3,2.3,10.8,40000.0
6065,3075.0,400.0,330.0,620.0,960.0,765.0,90.0,10.0,0.0,2.3,215.0,338.0,35.1,18.2,21.3,18.5,1.3,7.6,43100.0
6067,3605.0,410.0,370.0,720.0,1205.0,905.0,90.0,10.0,0.0,2.2,275.0,456.0,34.8,17.5,18.7,13.3,3.2,16.6,35000.0
6071,8750.0,1225.0,835.0,1955.0,2675.0,2060.0,80.0,10.0,0.0,2.2,725.0,671.0,33.2,23.3,15.4,9.9,1.9,12.5,36300.0
6074,3630.0,575.0,325.0,780.0,1070.0,880.0,80.0,10.0,0.0,2.2,305.0,488.0,32.1,18.2,18.0,12.2,2.5,14.0,39200.0
6075,4205.0,510.0,390.0,830.0,1330.0,1145.0,80.0,20.0,0.0,2.1,370.0,480.0,26.9,23.0,25.8,31.8,4.5,44.0,38000.0
6077,3365.0,370.0,315.0,565.0,1075.0,1040.0,80.0,10.0,0.0,2.1,240.0,386.0,32.7,21.8,10.6,6.3,1.2,8.4,35500.0
6081,4330.0,535.0,465.0,870.0,1290.0,1170.0,80.0,10.0,0.0,2.1,335.0,550.0,30.5,23.1,10.9,13.0,2.6,12.6,38400.0
6082,945.0,140.0,115.0,200.0,310.0,180.0,90.0,10.0,0.0,2.3,55.0,197.0,29.9,23.3,2.6,1.4,0.5,3.9,42000.0
6083,675.0,85.0,70.0,125.0,210.0,185.0,90.0,10.0,0.0,2.2,50.0,283.0,33.8,23.4,6.2,7.3,0.7,6.0,38600.0
6085,3775.0,445.0,440.0,695.0,1200.0,1000.0,90.0,10.0,0.0,2.2,245.0,426.0,32.0,24.8,6.2,8.5,1.0,7.2,36300.0
6086,3345.0,455.0,385.0,680.0,1060.0,765.0,90.0,10.0,0.0,2.3,190.0,309.0,35.9,20.4,10.3,12.2,2.0,11.6,36100.0
6088,4215.0,545.0,530.0,875.0,1360.0,905.0,90.0,10.0,0.0,2.3,300.0,385.0,31.5,23.0,8.9,10.3,1.2,12.1,23700.0
6089,770.0,125.0,80.0,155.0,240.0,165.0,90.0,10.0,0.0,2.3,60.0,87.0,26.1,26.5,11.3,13.6,2.7,10.7,39200.0
6091,725.0,125.0,65.0,180.0,190.0,170.0,90.0,10.0,0.0,2.3,25.0,87.0,28.0,24.0,12.2,10.4,2.5,10.5,38300.0
6092,320.0,45.0,35.0,65.0,120.0,50.0,90.0,10.0,0.0,2.4,15.0,114.0,25.2,24.0,13.1,10.5,2.8,12.5,25700.0
6093,6495.0,775.0,680.0,1250.0,1960.0,1830.0,90.0,10.0,0.0,2.1,455.0,650.0,43.3,16.5,19.9,27.1,2.1,18.2,30900.0
6095,2535.0,370.0,310.0,500.0,780.0,580.0,80.0,10.0,10.0,2.3,170.0,266.0,34.4,20.1,21.3,28.4,2.0,16.5,29400.0
6096,1650.0,225.0,160.0,340.0,565.0,365.0,90.0,10.0,0.0,2.3,110.0,206.0,35.1,20.1,5.0,1.0,0.3,1.3,28300.0
6097,4420.0,485.0,450.0,805.0,1520.0,1160.0,90.0,10.0,0.0,2.2,650.0,367.0,29.5,25.1,8.2,2.7,1.0,2.4,41400.0
6099,1750.0,205.0,185.0,305.0,580.0,470.0,90.0,10.0,0.0,2.2,100.0,257.0,32.3,24.5,7.3,10.0,1.0,13.5,39900.0
6101,9475.0,1125.0,925.0,2045.0,2990.0,2385.0,80.0,10.0,10.0,2.1,1015.0,1118.0,30.8,25.8,9.9,17.3,1.7,13.6,37200.0
6102,5005.0,630.0,470.0,1065.0,1565.0,1280.0,80.0,10.0,10.0,2.2,535.0,643.0,28.7,24.0,29.6,32.1,2.7,20.7,39200.0
6104,1665.0,215.0,155.0,305.0,570.0,415.0,80.0,20.0,0.0,2.2,145.0,151.0,25.1,25.4,32.1,35.4,2.9,23.5,
6105,1300.0,145.0,100.0,240.0,480.0,335.0,80.0,10.0,0.0,2.2,90.0,91.0,38.4,18.9,19.2,19.1,2.9,11.8,39100.0
6107,1670.0,230.0,145.0,345.0,540.0,405.0,90.0,10.0,0.0,2.3,105.0,233.0,36.1,21.4,7.2,9.5,2.1,6.5,25700.0
6109,840.0,90.0,80.0,180.0,265.0,225.0,90.0,10.0,0.0,2.2,45.0,89.0,28.9,21.0,24.4,41.2,3.7,24.8,30900.0
6111,615.0,75.0,60.0,130.0,215.0,135.0,90.0,10.0,0.0,2.4,50.0,238.0,33.9,22.8,21.7,24.0,2.0,9.7,28500.0
6112,840.0,100.0,95.0,160.0,260.0,225.0,90.0,10.0,0.0,2.5,45.0,198.0,36.1,15.4,20.4,23.8,2.0,10.2,29600.0
6114,8080.0,1010.0,795.0,1505.0,2715.0,2055.0,80.0,10.0,0.0,2.2,760.0,691.0,31.4,15.2,22.5,24.4,2.2,10.7,31200.0
6116,1425.0,170.0,140.0,270.0,485.0,365.0,80.0,10.0,0.0,2.2,110.0,170.0,28.3,18.6,17.1,14.6,1.0,7.1,32100.0
6118,3240.0,430.0,320.0,660.0,1050.0,780.0,80.0,10.0,0.0,2.3,255.0,420.0,34.9,21.2,21.3,17.0,0.9,6.8,
6121,6005.0,920.0,630.0,1305.0,1885.0,1260.0,80.0,10.0,0.0,2.3,525.0,762.0,35.1,19.1,17.2,15.4,0.8,7.0,33400.0
6122,1990.0,260.0,180.0,420.0,625.0,505.0,80.0,10.0,0.0,2.1,170.0,773.0,36.1,17.2,34.3,28.5,1.1,8.4,45100.0
6123,1155.0,130.0,100.0,245.0,340.0,345.0,90.0,10.0,0.0,2.1,80.0,389.0,62.8,10.0,52.4,83.0,7.8,81.1,39900.0
6124,740.0,110.0,65.0,150.0,270.0,140.0,90.0,10.0,0.0,2.3,60.0,349.0,34.5,26.1,33.5,61.9,5.4,66.5,38400.0
6125,1725.0,205.0,170.0,310.0,610.0,425.0,90.0,10.0,0.0,2.2,160.0,339.0,34.7,23.6,59.8,90.6,7.5,87.2,36200.0
6127,2295.0,250.0,240.0,425.0,790.0,590.0,90.0,10.0,0.0,2.1,185.0,444.0,57.8,8.3,62.0,93.8,7.9,87.6,
6129,5595.0,695.0,520.0,1255.0,1765.0,1360.0,90.0,10.0,0.0,2.1,510.0,492.0,46.9,14.6,37.7,67.7,7.3,64.0,18300.0
6131,4720.0,260.0,575.0,1115.0,1050.0,1720.0,80.0,20.0,0.0,1.5,540.0,2318.0,49.8,11.9,35.9,66.0,7.0,65.5,45200.0
6132,5320.0,635.0,680.0,1040.0,1870.0,1100.0,80.0,20.0,10.0,2.1,555.0,1222.0,52.0,12.3,28.5,57.5,5.5,61.9,41500.0
6133,3795.0,500.0,435.0,795.0,1340.0,725.0,80.0,20.0,0.0,2.1,415.0,1283.0,28.2,25.1,42.7,70.0,7.2,62.7,21200.0
6134,2400.0,270.0,240.0,560.0,735.0,600.0,70.0,20.0,10.0,2.0,430.0,1020.0,31.1,23.6,58.4,88.0,9.2,83.3,32500.0
6135,5935.0,875.0,645.0,1585.0,1635.0,1195.0,70.0,10.0,10.0,2.1,725.0,1480.0,31.6,19.0,36.7,49.4,5.6,29.8,27400.0
6136,6915.0,890.0,720.0,1670.0,2150.0,1485.0,80.0,20.0,10.0,2.0,960.0,2000.0,32.0,21.1,60.8,82.8,8.3,91.5,22600.0
6137,8280.0,1105.0,980.0,1895.0,2725.0,1575.0,70.0,20.0,10.0,2.0,1275.0,1798.0,,,49.8,72.4,7.9,82.1,26100.0
6141,2555.0,345.0,250.0,520.0,770.0,670.0,90.0,10.0,0.0,2.2,185.0,630.0,32.5,23.7,41.4,46.9,3.5,44.7,27400.0
6142,1315.0,180.0,125.0,260.0,430.0,315.0,90.0,10.0,0.0,2.3,105.0,307.0,59.2,8.7,58.5,75.7,7.6,65.5,24100.0
6143,1220.0,170.0,135.0,230.0,380.0,310.0,90.0,10.0,0.0,2.3,90.0,238.0,46.9,14.0,61.7,88.7,9.4,89.1,21700.0
6151,4555.0,535.0,430.0,805.0,1475.0,1315.0,80.0,10.0,0.0,2.1,405.0,796.0,52.5,8.6,57.6,80.3,8.2,72.1,32900.0
6153,95.0,10.0,15.0,15.0,35.0,25.0,90.0,10.0,,2.0,5.0,106.0,49.8,12.3,55.6,60.4,4.2,47.8,21800.0
6155,2000.0,285.0,215.0,425.0,620.0,455.0,90.0,10.0,0.0,2.3,150.0,283.0,46.0,14.8,56.6,68.4,6.0,56.1,38800.0
6161,4290.0,500.0,445.0,1040.0,1255.0,1045.0,70.0,20.0,10.0,1.8,620.0,2060.0,44.3,14.2,59.8,83.5,8.4,86.5,31800.0
6162,4410.0,600.0,360.0,1135.0,1255.0,1060.0,80.0,20.0,10.0,1.9,505.0,2058.0,,,34.9,39.9,2.8,17.9,28800.0
6163,7790.0,1030.0,885.0,1710.0,2590.0,1570.0,70.0,20.0,10.0,2.1,1285.0,1220.0,40.4,15.3,38.4,38.4,4.2,25.2,32200.0
6164,5150.0,625.0,525.0,1055.0,1450.0,1495.0,70.0,10.0,10.0,1.9,630.0,1623.0,25.5,27.4,48.0,50.8,3.9,45.5,30000.0
6165,4740.0,670.0,525.0,1215.0,1380.0,950.0,80.0,10.0,10.0,2.0,565.0,2192.0,30.9,23.6,47.2,50.8,3.9,44.9,33300.0
6166,5225.0,580.0,520.0,985.0,1680.0,1460.0,80.0,10.0,10.0,2.0,630.0,1825.0,31.9,21.0,32.5,34.3,4.1,30.0,41800.0
6167,15.0,5.0,,,,,100.0,,,2.8,,387.0,37.8,19.7,45.9,52.9,5.1,46.7,48300.0
6171,10880.0,1235.0,1075.0,2035.0,3390.0,3140.0,80.0,10.0,0.0,2.1,985.0,1079.0,,,,,,,45700.0
6174,590.0,75.0,60.0,80.0,195.0,180.0,90.0,10.0,0.0,2.2,30.0,300.0,61.1,11.8,116.0,128.8,42.9,231.8,38200.0
6176,3360.0,395.0,330.0,685.0,1045.0,905.0,90.0,10.0,0.0,2.2,245.0,433.0,26.1,38.9,113.8,125.4,42.6,228.6,42100.0
6181,8485.0,1075.0,850.0,1645.0,2760.0,2150.0,90.0,10.0,0.0,2.2,620.0,921.0,30.4,32.2,104.0,109.3,39.4,213.9,42200.0
6191,12570.0,1520.0,1315.0,2595.0,3970.0,3170.0,80.0,10.0,10.0,2.1,1065.0,1018.0,71.1,5.0,113.9,124.6,42.0,226.9,47000.0
6199,,,,,,,,,,,,107.0,43.4,15.2,91.3,91.6,35.3,194.3,
6211,11675.0,405.0,4195.0,3305.0,1730.0,2040.0,50.0,30.0,10.0,1.3,805.0,3955.0,53.6,8.8,104.5,108.3,38.8,213.1,40900.0
6212,4490.0,665.0,590.0,760.0,1360.0,1120.0,80.0,20.0,10.0,2.0,165.0,1878.0,66.8,6.4,107.9,114.2,40.3,217.6,44400.0
6213,4250.0,535.0,475.0,835.0,1060.0,1345.0,80.0,20.0,0.0,2.0,145.0,1839.0,57.3,8.4,95.5,96.7,36.1,199.0,38900.0
6214,4815.0,525.0,1060.0,1230.0,1110.0,895.0,60.0,30.0,10.0,1.6,765.0,3314.0,53.0,9.0,111.2,120.3,41.6,223.7,44300.0
6215,8520.0,1045.0,1005.0,1670.0,2795.0,2005.0,80.0,10.0,10.0,2.1,915.0,1934.0,49.6,15.2,119.8,130.7,43.8,237.9,40600.0
6216,8440.0,685.0,2230.0,2120.0,1645.0,1760.0,50.0,30.0,20.0,1.5,800.0,2580.0,67.1,4.1,123.1,130.8,44.5,241.0,43400.0
6217,9385.0,1210.0,1785.0,2320.0,2285.0,1785.0,60.0,20.0,20.0,1.8,1395.0,2725.0,42.0,14.2,19.6,17.1,4.8,23.0,41400.0
6218,7140.0,790.0,705.0,1365.0,2015.0,2275.0,70.0,20.0,10.0,1.9,955.0,1753.0,62.4,7.4,118.7,126.1,44.9,239.3,31500.0
6219,1695.0,190.0,160.0,410.0,545.0,390.0,70.0,20.0,10.0,1.8,210.0,991.0,32.4,24.6,99.0,103.3,47.6,192.3,
6221,9715.0,660.0,2425.0,2670.0,1905.0,2055.0,60.0,30.0,10.0,1.5,760.0,3740.0,40.8,23.5,119.7,120.3,46.7,239.0,40100.0
6222,5305.0,625.0,1180.0,1330.0,1315.0,855.0,70.0,20.0,10.0,1.7,900.0,1220.0,48.4,12.9,111.6,112.4,44.2,232.8,
6223,2660.0,270.0,265.0,510.0,855.0,765.0,90.0,10.0,0.0,2.0,250.0,279.0,42.6,16.4,72.5,81.7,30.1,149.8,40700.0
6224,8080.0,795.0,1820.0,2120.0,1845.0,1505.0,60.0,20.0,20.0,1.6,1125.0,3281.0,44.1,17.2,106.6,108.5,41.9,222.2,
6225,6795.0,935.0,1020.0,1215.0,2070.0,1560.0,80.0,10.0,10.0,2.2,410.0,1109.0,42.1,19.4,34.0,29.8,16.2,30.2,38900.0
6226,7365.0,1010.0,1305.0,1640.0,2065.0,1345.0,70.0,20.0,10.0,1.9,680.0,2319.0,25.3,23.6,23.0,20.8,2.9,24.3,37600.0
6227,7685.0,850.0,1070.0,1820.0,2155.0,1790.0,70.0,20.0,10.0,1.9,775.0,2035.0,17.6,36.0,26.9,28.0,3.0,26.9,37000.0
6228,6740.0,920.0,910.0,1765.0,2105.0,1040.0,70.0,20.0,10.0,2.0,770.0,1550.0,23.4,31.6,25.7,21.8,3.7,25.0,42100.0
6229,6730.0,680.0,1000.0,1595.0,2095.0,1355.0,70.0,20.0,10.0,1.8,820.0,1485.0,31.0,24.3,22.1,21.4,2.7,22.8,
6231,7525.0,990.0,765.0,1445.0,2285.0,2040.0,80.0,10.0,0.0,2.1,695.0,800.0,28.3,26.3,14.7,9.0,2.4,15.4,26900.0
6235,2815.0,385.0,235.0,555.0,840.0,795.0,90.0,10.0,0.0,2.3,160.0,334.0,27.9,25.8,25.2,25.4,6.1,30.0,36400.0
6237,345.0,45.0,50.0,60.0,110.0,80.0,90.0,10.0,,2.5,15.0,207.0,26.2,31.4,14.4,9.3,1.6,19.0,31100.0
6241,5630.0,755.0,635.0,975.0,1955.0,1305.0,90.0,10.0,0.0,2.3,340.0,681.0,,,14.6,9.1,1.4,18.7,30600.0
6243,2605.0,300.0,220.0,435.0,865.0,785.0,90.0,10.0,0.0,2.1,175.0,222.0,31.6,28.0,4.5,2.7,14.4,12.7,37700.0
6245,9480.0,1470.0,965.0,2185.0,2785.0,2070.0,90.0,10.0,0.0,2.4,610.0,766.0,26.3,29.2,7.0,4.1,3.6,11.5,39900.0
6247,2960.0,360.0,320.0,540.0,955.0,785.0,90.0,10.0,0.0,2.3,160.0,349.0,29.9,22.7,8.1,6.0,5.8,18.3,40500.0
6251,435.0,40.0,85.0,85.0,145.0,80.0,80.0,10.0,0.0,2.3,35.0,105.0,25.1,30.2,13.7,7.3,2.3,16.4,
6252,150.0,20.0,25.0,20.0,50.0,35.0,100.0,0.0,,2.6,10.0,137.0,29.5,26.4,26.4,26.7,10.9,37.4,36800.0
6255,1115.0,155.0,110.0,205.0,380.0,265.0,90.0,10.0,0.0,2.2,65.0,115.0,25.4,35.7,42.9,43.4,33.6,67.1,40800.0
6261,900.0,105.0,95.0,145.0,300.0,255.0,90.0,10.0,0.0,2.3,45.0,135.0,28.2,24.7,14.9,6.3,10.6,20.4,43400.0
6262,1000.0,135.0,125.0,180.0,305.0,260.0,90.0,10.0,0.0,2.4,85.0,148.0,46.3,16.5,17.7,12.3,16.5,31.8,41400.0
6265,1430.0,205.0,150.0,295.0,470.0,305.0,90.0,10.0,0.0,2.4,75.0,151.0,,,18.7,11.2,15.5,25.8,
6267,3465.0,420.0,435.0,565.0,1035.0,1010.0,80.0,10.0,0.0,2.1,220.0,408.0,27.4,24.5,12.8,8.9,14.5,24.6,
6268,570.0,60.0,55.0,115.0,195.0,145.0,90.0,10.0,0.0,2.1,25.0,74.0,,,6.0,5.1,41.0,19.2,39800.0
6269,3820.0,505.0,365.0,755.0,1135.0,1060.0,90.0,10.0,0.0,2.3,230.0,435.0,26.9,25.8,4.3,2.4,35.5,15.2,36100.0
6271,3900.0,395.0,365.0,685.0,1200.0,1255.0,80.0,10.0,0.0,2.0,345.0,526.0,,,8.9,5.4,26.1,18.6,
6273,210.0,25.0,30.0,30.0,75.0,55.0,90.0,10.0,0.0,2.4,10.0,57.0,33.5,21.8,16.1,11.9,40.0,37.4,31700.0
6274,565.0,60.0,60.0,95.0,220.0,130.0,90.0,10.0,0.0,2.2,40.0,74.0,34.2,22.8,5.0,3.9,38.5,19.1,40700.0
6276,180.0,30.0,20.0,30.0,65.0,35.0,90.0,10.0,,2.6,15.0,27.0,34.5,16.9,19.7,15.6,22.9,38.1,35600.0
6277,390.0,35.0,25.0,60.0,130.0,135.0,90.0,10.0,0.0,2.2,15.0,64.0,27.3,23.8,21.0,19.0,11.1,36.4,37900.0
6278,65.0,,,5.0,30.0,20.0,80.0,20.0,,1.9,,31.0,,,22.7,13.4,14.0,31.2,33200.0
6281,1780.0,190.0,170.0,320.0,630.0,470.0,90.0,10.0,0.0,2.2,130.0,198.0,56.3,10.9,11.4,6.0,8.4,26.4,30400.0
6285,1055.0,120.0,95.0,190.0,350.0,295.0,90.0,10.0,0.0,2.1,80.0,111.0,37.4,21.1,13.5,7.4,20.6,34.5,33200.0
6286,1900.0,195.0,185.0,385.0,635.0,500.0,80.0,10.0,0.0,2.2,170.0,122.0,47.0,16.4,13.2,7.3,9.9,30.2,31900.0
6287,1685.0,200.0,155.0,310.0,590.0,430.0,90.0,10.0,0.0,2.3,120.0,186.0,47.8,16.0,38.5,27.2,74.2,81.0,33200.0
6289,80.0,10.0,5.0,10.0,30.0,25.0,90.0,10.0,,2.0,5.0,23.0,34.8,22.1,32.5,23.6,59.8,79.3,24400.0
6291,7790.0,750.0,1085.0,1375.0,2380.0,2200.0,40.0,50.0,10.0,1.7,715.0,1252.0,24.8,22.1,28.0,16.4,34.9,52.5,26200.0
6294,1445.0,170.0,135.0,280.0,500.0,360.0,80.0,20.0,0.0,2.2,90.0,171.0,25.9,25.3,28.6,23.5,31.4,43.5,26600.0
6295,860.0,95.0,75.0,165.0,305.0,215.0,60.0,40.0,0.0,2.0,65.0,118.0,,,28.1,22.7,29.9,41.1,26500.0
6301,10510.0,1100.0,1010.0,1990.0,3265.0,3145.0,80.0,10.0,0.0,1.9,980.0,831.0,35.8,18.9,20.5,13.2,19.1,27.6,24600.0
6305,1450.0,120.0,170.0,235.0,520.0,405.0,90.0,10.0,0.0,2.2,100.0,253.0,29.9,25.4,41.2,33.1,67.6,90.6,28500.0
6307,330.0,35.0,35.0,65.0,110.0,80.0,90.0,10.0,,2.3,20.0,54.0,26.8,28.9,24.3,19.5,22.9,31.5,30300.0
6311,775.0,125.0,65.0,135.0,230.0,220.0,90.0,10.0,0.0,2.3,45.0,240.0,27.3,24.4,29.9,29.5,55.3,78.1,29100.0
6312,170.0,30.0,15.0,40.0,60.0,30.0,90.0,10.0,0.0,2.2,25.0,189.0,,,31.9,25.0,65.0,78.9,36900.0
6321,2435.0,315.0,220.0,540.0,775.0,590.0,90.0,10.0,0.0,2.2,205.0,285.0,,,30.9,24.6,64.9,78.8,
6325,4365.0,585.0,430.0,855.0,1360.0,1140.0,90.0,10.0,0.0,2.3,285.0,373.0,29.2,24.6,33.9,31.0,49.0,67.3,
6333,3220.0,460.0,315.0,620.0,1020.0,800.0,90.0,10.0,0.0,2.3,155.0,275.0,37.1,17.1,9.2,10.3,1.4,14.6,26200.0
6336,3915.0,525.0,365.0,785.0,1215.0,1025.0,90.0,10.0,0.0,2.2,230.0,418.0,,,13.3,11.7,7.8,25.1,27900.0
6341,50.0,5.0,,5.0,20.0,15.0,90.0,10.0,,2.3,,168.0,45.6,14.4,31.2,41.5,2.2,32.2,29400.0
6342,100.0,10.0,10.0,10.0,40.0,30.0,90.0,10.0,,2.3,5.0,231.0,28.9,26.1,25.0,33.0,3.5,28.6,35900.0
6343,3240.0,440.0,285.0,590.0,1045.0,880.0,90.0,10.0,0.0,2.2,200.0,298.0,36.1,18.9,32.0,40.2,2.4,35.5,40000.0
6351,5055.0,685.0,505.0,1050.0,1655.0,1160.0,80.0,20.0,0.0,2.2,375.0,682.0,34.8,21.5,39.2,48.2,4.7,42.7,42200.0
6353,45.0,10.0,,15.0,10.0,15.0,90.0,10.0,,2.6,,43.0,41.7,16.3,25.2,24.0,2.8,32.4,27100.0
6361,6445.0,770.0,605.0,1350.0,1925.0,1795.0,80.0,10.0,10.0,2.0,685.0,713.0,48.1,11.7,75.9,99.5,6.7,73.1,31500.0
6363,1610.0,165.0,155.0,275.0,530.0,485.0,90.0,10.0,0.0,2.2,110.0,433.0,41.0,13.8,86.2,107.7,7.9,81.1,27000.0
6365,2665.0,315.0,235.0,510.0,855.0,755.0,90.0,10.0,0.0,2.1,250.0,316.0,44.6,14.0,60.7,72.8,4.8,52.9,35300.0
6367,8265.0,1110.0,815.0,1595.0,2565.0,2180.0,90.0,10.0,0.0,2.2,600.0,666.0,41.8,14.5,32.8,39.0,2.0,21.0,36300.0
6369,5420.0,690.0,495.0,1050.0,1655.0,1525.0,80.0,10.0,0.0,2.1,495.0,684.0,60.9,6.9,73.0,105.3,6.7,83.1,32500.0
6371,6305.0,755.0,570.0,1365.0,1925.0,1695.0,70.0,20.0,10.0,2.0,835.0,1563.0,57.7,7.5,78.3,109.6,5.5,80.3,40400.0
6372,10255.0,1360.0,910.0,2225.0,3295.0,2465.0,80.0,20.0,0.0,2.1,1185.0,1556.0,58.0,6.2,80.2,115.3,8.7,82.5,33100.0
6373,8900.0,1025.0,875.0,1805.0,2925.0,2270.0,80.0,20.0,0.0,2.0,1305.0,1515.0,58.6,6.1,80.6,117.8,8.6,81.3,40100.0
6374,12125.0,1625.0,1265.0,2435.0,3945.0,2860.0,80.0,20.0,0.0,2.1,1355.0,1249.0,63.1,6.4,76.7,108.9,6.8,78.8,40400.0
6411,7715.0,645.0,975.0,2095.0,1915.0,2080.0,70.0,20.0,10.0,1.5,1100.0,2528.0,51.9,16.6,79.1,103.8,8.4,80.4,27500.0
6412,8815.0,1185.0,1020.0,2380.0,2850.0,1380.0,60.0,20.0,20.0,1.9,1565.0,1891.0,47.8,14.7,73.9,94.2,7.9,80.6,27200.0
6413,11395.0,1620.0,1185.0,2530.0,3530.0,2530.0,70.0,20.0,10.0,2.0,1865.0,1717.0,51.0,12.3,72.0,88.8,8.1,79.8,24000.0
6414,7780.0,1130.0,890.0,1900.0,2535.0,1325.0,70.0,20.0,10.0,2.0,1425.0,1461.0,32.4,20.8,56.8,74.7,4.4,66.7,32500.0
6415,6445.0,990.0,680.0,1635.0,1940.0,1200.0,70.0,20.0,10.0,1.9,1185.0,1798.0,,,57.0,89.0,7.0,55.0,32600.0
6416,5595.0,810.0,510.0,1190.0,1625.0,1460.0,70.0,20.0,10.0,2.0,830.0,1766.0,,,28.8,30.6,4.7,33.5,26500.0
6417,6695.0,795.0,660.0,1890.0,1850.0,1505.0,80.0,20.0,0.0,1.7,665.0,1914.0,58.4,7.6,58.0,90.8,7.3,60.2,34900.0
6418,9150.0,1135.0,930.0,1810.0,2810.0,2465.0,80.0,20.0,10.0,1.9,1075.0,1747.0,53.0,10.1,49.6,78.3,4.5,49.3,34700.0
6419,4265.0,450.0,345.0,810.0,1225.0,1435.0,80.0,10.0,10.0,1.9,300.0,1077.0,50.4,9.2,56.1,86.8,4.6,54.9,31900.0
6421,15.0,,,,5.0,,90.0,,,2.2,,1513.0,37.7,20.9,59.1,81.8,7.1,62.2,31800.0
6422,75.0,10.0,10.0,15.0,25.0,15.0,90.0,10.0,,2.2,,145.0,28.7,22.9,36.4,52.1,3.8,39.5,19400.0
6431,10055.0,1210.0,985.0,2290.0,3095.0,2475.0,70.0,20.0,10.0,1.9,1630.0,2190.0,26.7,26.1,19.4,18.7,2.0,16.1,19100.0
6432,3945.0,450.0,390.0,905.0,1330.0,865.0,80.0,20.0,10.0,1.9,700.0,1578.0,56.9,7.2,48.1,63.0,9.0,43.6,51900.0
6433,4890.0,645.0,495.0,1140.0,1570.0,1045.0,80.0,20.0,10.0,2.0,770.0,1224.0,44.9,9.6,38.6,49.6,8.0,34.8,23100.0
6436,2670.0,380.0,285.0,550.0,780.0,675.0,80.0,10.0,0.0,2.2,235.0,830.0,56.1,7.5,52.5,69.8,8.4,46.3,29000.0
6438,3720.0,510.0,375.0,725.0,1165.0,950.0,90.0,10.0,0.0,2.2,265.0,548.0,36.1,14.6,57.2,78.8,9.0,53.2,25300.0
6439,1115.0,140.0,105.0,205.0,365.0,295.0,90.0,10.0,0.0,2.3,60.0,179.0,32.4,14.5,56.7,77.6,8.0,50.2,20200.0
6441,7505.0,765.0,690.0,1440.0,2245.0,2365.0,70.0,20.0,10.0,1.8,1055.0,1830.0,44.0,16.2,56.9,85.5,8.0,57.8,22200.0
6442,2450.0,400.0,225.0,530.0,790.0,505.0,80.0,20.0,10.0,2.2,335.0,1314.0,30.5,19.7,48.3,61.3,8.8,47.6,29700.0
6443,3930.0,450.0,355.0,810.0,1220.0,1100.0,70.0,20.0,10.0,1.9,610.0,1696.0,41.1,14.8,25.4,29.4,6.8,24.8,26900.0
6444,6425.0,825.0,675.0,1375.0,2165.0,1380.0,80.0,20.0,0.0,2.1,655.0,1912.0,32.4,19.0,15.0,10.5,4.6,12.4,25800.0
6445,2870.0,390.0,300.0,685.0,1010.0,480.0,80.0,20.0,0.0,2.2,275.0,1258.0,29.2,25.1,30.0,34.7,7.5,28.4,19400.0
6446,4925.0,765.0,545.0,1120.0,1515.0,980.0,80.0,20.0,10.0,2.2,575.0,1460.0,55.5,10.1,56.0,48.2,5.6,31.0,23200.0
6447,1580.0,210.0,175.0,335.0,530.0,325.0,90.0,10.0,0.0,2.3,135.0,280.0,55.5,7.9,50.3,41.9,3.7,26.6,35700.0
6451,4660.0,590.0,520.0,900.0,1510.0,1145.0,80.0,20.0,0.0,2.2,495.0,636.0,66.5,6.1,59.9,53.8,6.2,35.0,25900.0
6454,715.0,85.0,70.0,140.0,270.0,145.0,80.0,20.0,0.0,2.2,75.0,151.0,42.5,12.0,59.2,56.1,5.4,34.4,26600.0
6456,815.0,95.0,85.0,150.0,295.0,190.0,80.0,10.0,0.0,2.2,75.0,153.0,41.2,7.6,50.2,56.1,7.6,42.1,23900.0
