pc4,INWONER,INW_014,INW_1524,INW_2544,INW_4564,INW_65PL,P_NL_ACHTG,P_WE_MIG_A,P_NW_MIG_A,GEM_HH_GR,UITKMINAOW,OAD,P_LINK_HH,P_HINK_HH,AV5_CAFE,AV5_CAFTAR,AV5_HOTEL,AV5_RESTAU,median_inc
2727,5275.0,990.0,675.0,1365.0,1530.0,710.0,70.0,10.0,20.0,2.4,465.0,2753.0,32.1,18.8,17.0,57.0,1.8,85.0,38200.0
2728,8640.0,1340.0,1005.0,1865.0,3015.0,1415.0,80.0,10.0,10.0,2.4,650.0,1869.0,26.7,31.3,15.5,51.3,1.2,79.3,35900.0
2729,11985.0,2660.0,1655.0,3375.0,3370.0,925.0,60.0,10.0,30.0,2.7,890.0,2145.0,25.6,31.2,14.4,47.5,1.9,76.9,45800.0
2731,3560.0,750.0,415.0,815.0,935.0,645.0,90.0,10.0,0.0,2.6,150.0,801.0,25.5,29.1,6.1,15.8,0.1,33.5,45100.0
2735,75.0,10.0,15.0,15.0,25.0,15.0,100.0,,,3.0,,91.0,,,0.7,3.0,0.0,7.2,34400.0
2741,11610.0,2020.0,1375.0,2960.0,2960.0,2295.0,80.0,10.0,10.0,2.3,675.0,1584.0,33.7,20.4,8.1,27.8,2.3,33.5,43800.0
2742,9735.0,1900.0,1065.0,2475.0,2235.0,2060.0,80.0,10.0,10.0,2.4,555.0,1693.0,39.3,20.1,7.2,22.7,2.0,30.4,38300.0
2743,6970.0,1075.0,810.0,1540.0,2310.0,1235.0,90.0,10.0,10.0,2.4,485.0,1251.0,24.0,31.2,3.9,17.7,1.2,24.3,30100.0
2751,4340.0,975.0,500.0,1085.0,1060.0,720.0,90.0,10.0,10.0,2.7,200.0,514.0,26.1,30.9,3.3,6.0,0.0,10.7,30500.0
2752,355.0,55.0,55.0,75.0,125.0,50.0,90.0,10.0,0.0,2.3,10.0,230.0,38.8,21.9,2.4,4.3,0.0,8.5,35500.0
2761,7950.0,1455.0,855.0,2000.0,2135.0,1510.0,90.0,10.0,10.0,2.5,340.0,696.0,28.8,28.6,2.9,5.0,0.2,12.2,36700.0
2771,16005.0,2605.0,2010.0,3780.0,4510.0,3100.0,80.0,10.0,10.0,2.3,860.0,874.0,35.3,23.9,6.8,17.6,2.2,24.7,35100.0
2801,8135.0,1025.0,970.0,2550.0,2175.0,1415.0,80.0,10.0,10.0,1.8,695.0,3541.0,47.5,18.5,28.3,64.0,4.0,76.0,32200.0
2802,9795.0,1785.0,1155.0,2895.0,2550.0,1410.0,70.0,10.0,20.0,2.1,990.0,2350.0,46.8,9.8,27.1,62.4,4.0,74.6,43500.0
2803,9475.0,1285.0,1135.0,1970.0,2450.0,2630.0,80.0,10.0,10.0,2.1,580.0,2242.0,37.0,20.6,28.5,67.0,4.7,81.1,42200.0
2804,12315.0,1985.0,1255.0,2355.0,3485.0,3235.0,80.0,10.0,10.0,2.2,1010.0,2152.0,37.9,20.9,27.8,64.7,4.6,78.1,17300.0
2805,10700.0,1955.0,1175.0,2810.0,2875.0,1890.0,80.0,10.0,10.0,2.2,825.0,2838.0,39.6,20.7,28.2,63.2,4.1,73.1,45400.0
2806,10045.0,1830.0,1195.0,2700.0,2705.0,1620.0,70.0,10.0,20.0,2.2,1035.0,3104.0,44.6,18.3,30.1,64.4,4.6,74.6,42000.0
2807,11045.0,1985.0,1620.0,2320.0,3610.0,1510.0,70.0,10.0,20.0,2.5,810.0,1541.0,28.9,28.0,27.6,55.4,4.0,71.0,49500.0
2808,435.0,70.0,65.0,85.0,145.0,70.0,90.0,10.0,10.0,2.3,20.0,1673.0,28.0,31.7,29.2,60.8,4.0,74.9,39300.0
2809,1245.0,275.0,165.0,595.0,185.0,30.0,70.0,20.0,20.0,2.3,40.0,839.0,71.0,12.4,28.1,58.3,4.0,74.9,40700.0
2811,10470.0,1720.0,1210.0,2025.0,3070.0,2450.0,90.0,10.0,10.0,2.4,420.0,825.0,27.7,34.6,14.7,37.1,2.0,39.4,40800.0
2821,5275.0,990.0,715.0,1085.0,1460.0,1030.0,90.0,0.0,0.0,2.5,255.0,426.0,31.7,28.7,4.0,5.4,1.1,7.7,42000.0
2825,1740.0,395.0,245.0,330.0,465.0,305.0,90.0,0.0,0.0,2.9,45.0,125.0,21.1,38.1,0.1,0.1,0.1,0.9,39500.0
2831,2610.0,460.0,345.0,585.0,755.0,465.0,90.0,0.0,10.0,2.4,150.0,972.0,32.9,23.2,13.6,20.7,1.8,33.5,36000.0
2841,8555.0,1465.0,1110.0,1840.0,2650.0,1490.0,80.0,10.0,10.0,2.4,550.0,1060.0,,,,,,,35200.0
2851,4320.0,640.0,525.0,820.0,1295.0,1035.0,90.0,0.0,0.0,2.3,175.0,491.0,31.3,25.2,14.6,18.9,1.5,32.6,50200.0
2855,630.0,110.0,85.0,135.0,175.0,125.0,90.0,0.0,0.0,2.5,40.0,56.0,31.9,27.9,6.7,10.2,1.2,14.2,49500.0
2861,6885.0,1165.0,880.0,1425.0,1885.0,1530.0,90.0,0.0,10.0,2.4,350.0,639.0,32.1,33.8,8.3,7.8,1.1,9.9,33300.0
2865,1700.0,275.0,180.0,420.0,525.0,295.0,90.0,10.0,0.0,2.2,90.0,428.0,33.1,25.3,4.0,5.3,1.1,9.7,28100.0
2871,12115.0,1935.0,1585.0,2635.0,3335.0,2625.0,80.0,10.0,10.0,2.2,810.0,1191.0,36.4,20.6,10.5,12.0,2.0,16.0,37900.0
2872,815.0,230.0,75.0,385.0,105.0,20.0,90.0,0.0,10.0,2.8,25.0,540.0,37.6,20.9,11.4,11.1,1.0,13.5,27700.0
2901,9580.0,1445.0,1390.0,1845.0,3395.0,1505.0,70.0,10.0,20.0,2.5,460.0,1932.0,13.5,31.9,10.4,10.0,1.0,11.0,29100.0
2902,8230.0,1255.0,940.0,2015.0,2025.0,1995.0,70.0,10.0,20.0,2.0,605.0,2517.0,20.6,37.8,15.6,59.0,1.5,62.4,32500.0
2903,8760.0,1540.0,900.0,2185.0,2040.0,2090.0,60.0,10.0,30.0,2.0,885.0,2790.0,39.9,15.5,15.0,72.4,2.6,71.0,36000.0
2904,7980.0,1220.0,770.0,1765.0,2285.0,1945.0,70.0,10.0,10.0,2.1,565.0,2330.0,53.2,10.8,15.2,66.9,1.9,68.0,51400.0
2905,6530.0,1185.0,670.0,1615.0,1635.0,1430.0,50.0,20.0,30.0,2.1,775.0,2276.0,36.2,23.3,7.8,32.7,0.1,33.6,50300.0
2906,5625.0,920.0,705.0,1210.0,1560.0,1235.0,70.0,10.0,30.0,2.1,610.0,2308.0,54.5,9.6,9.2,39.3,0.0,39.0,37600.0
2907,13985.0,2150.0,1525.0,3860.0,4175.0,2275.0,60.0,10.0,30.0,2.0,1420.0,2169.0,51.0,14.7,22.9,89.8,4.0,90.6,49200.0
2908,3115.0,395.0,280.0,760.0,1025.0,655.0,70.0,10.0,20.0,2.1,240.0,1961.0,42.8,14.2,16.4,64.9,3.4,71.1,44200.0
2909,2990.0,770.0,320.0,835.0,825.0,245.0,40.0,10.0,50.0,2.8,165.0,1325.0,37.3,18.2,16.9,62.7,4.0,65.1,45300.0
2911,6390.0,1100.0,860.0,1345.0,2195.0,890.0,90.0,10.0,10.0,2.5,350.0,1266.0,24.0,43.5,33.7,84.0,4.3,102.8,32800.0
2912,6700.0,1110.0,850.0,1360.0,1880.0,1505.0,80.0,10.0,10.0,2.3,485.0,1777.0,25.4,39.7,8.5,19.4,1.0,28.9,35100.0
2913,540.0,80.0,85.0,100.0,170.0,100.0,90.0,0.0,0.0,2.7,20.0,651.0,36.7,24.9,9.2,40.0,2.1,35.4,39100.0
2914,7930.0,1400.0,780.0,1890.0,2320.0,1545.0,80.0,10.0,10.0,2.3,415.0,1644.0,25.1,38.2,7.9,20.4,1.3,26.3,41400.0
2921,2305.0,430.0,305.0,605.0,675.0,290.0,90.0,0.0,10.0,2.6,85.0,1440.0,26.8,27.6,7.5,21.0,1.2,23.8,46400.0
2922,7015.0,1160.0,880.0,1455.0,1670.0,1850.0,90.0,10.0,10.0,2.2,430.0,2410.0,21.9,29.4,8.9,34.1,0.1,41.2,37100.0
2923,6190.0,1145.0,750.0,1315.0,1565.0,1415.0,80.0,10.0,10.0,2.3,425.0,2073.0,43.0,15.8,8.0,32.7,0.0,40.8,41700.0
2924,4170.0,610.0,425.0,735.0,1165.0,1230.0,90.0,10.0,10.0,2.2,270.0,1920.0,40.0,17.3,8.5,30.9,0.0,39.6,38500.0
2925,7015.0,1230.0,855.0,1345.0,1910.0,1670.0,80.0,10.0,10.0,2.5,340.0,1681.0,35.2,24.0,4.0,17.9,0.0,27.4,34500.0
2926,2690.0,485.0,320.0,505.0,800.0,580.0,80.0,10.0,10.0,2.5,110.0,1520.0,29.5,25.3,3.7,15.2,0.0,24.3,53600.0
2931,6550.0,940.0,810.0,1450.0,1950.0,1400.0,90.0,10.0,10.0,2.2,380.0,873.0,25.4,35.3,7.5,26.5,0.0,34.1,35600.0
2935,5760.0,1090.0,730.0,1275.0,1535.0,1130.0,90.0,0.0,0.0,2.5,185.0,479.0,35.9,20.5,10.3,16.9,1.9,23.4,48900.0
2941,7655.0,1100.0,920.0,1625.0,2300.0,1715.0,90.0,10.0,0.0,2.3,405.0,954.0,28.3,26.7,1.2,5.8,0.0,12.3,38400.0
2951,10460.0,2010.0,1180.0,2205.0,2485.0,2580.0,90.0,10.0,10.0,2.4,630.0,1813.0,34.4,23.7,5.0,5.4,1.0,4.8,42900.0
2952,980.0,215.0,160.0,220.0,280.0,105.0,90.0,0.0,0.0,3.0,35.0,819.0,40.8,17.6,10.6,19.6,3.0,20.4,42700.0
2953,5960.0,1215.0,725.0,1595.0,1540.0,890.0,80.0,10.0,10.0,2.4,500.0,1198.0,19.4,45.4,10.8,25.9,3.0,31.2,42100.0
2954,2670.0,445.0,405.0,515.0,910.0,390.0,90.0,10.0,0.0,2.6,135.0,1637.0,39.9,19.8,10.5,16.1,2.0,14.7,35300.0
2957,8440.0,1750.0,1340.0,1765.0,2085.0,1495.0,90.0,0.0,0.0,2.7,380.0,824.0,19.9,35.6,10.6,16.5,2.0,16.4,41600.0
2959,2460.0,420.0,425.0,450.0,700.0,465.0,100.0,0.0,0.0,2.7,75.0,240.0,33.5,22.1,5.5,10.7,1.2,9.8,
2961,820.0,160.0,105.0,205.0,250.0,100.0,90.0,10.0,0.0,2.4,30.0,604.0,28.8,31.0,1.6,3.3,0.2,3.5,46300.0
2964,4260.0,885.0,475.0,1100.0,1030.0,775.0,90.0,0.0,0.0,2.5,165.0,479.0,23.6,23.9,10.0,14.3,2.0,17.1,43500.0
2965,1400.0,180.0,155.0,300.0,385.0,380.0,90.0,0.0,0.0,2.1,55.0,407.0,27.9,25.6,9.8,10.5,1.0,15.9,48100.0
2967,1670.0,320.0,230.0,380.0,505.0,235.0,90.0,0.0,10.0,2.6,90.0,306.0,38.9,17.5,10.0,11.0,1.0,15.0,44200.0
2968,110.0,20.0,20.0,25.0,40.0,10.0,100.0,,,2.9,,50.0,30.7,26.0,8.3,9.6,0.9,11.9,50400.0
2969,2230.0,430.0,385.0,465.0,630.0,315.0,100.0,0.0,0.0,2.9,80.0,231.0,,,10.0,8.2,1.0,11.0,47600.0
2971,2840.0,625.0,410.0,605.0,670.0,535.0,90.0,0.0,0.0,2.8,115.0,287.0,24.8,36.0,7.7,18.1,1.9,18.5,30500.0
2973,1185.0,250.0,150.0,305.0,290.0,195.0,100.0,0.0,0.0,2.7,25.0,193.0,27.4,30.4,1.1,2.5,0.0,2.9,28300.0
2974,1315.0,270.0,205.0,265.0,365.0,215.0,100.0,0.0,0.0,2.7,50.0,158.0,23.7,31.3,1.0,4.0,0.0,2.1,37200.0
2975,965.0,195.0,145.0,200.0,265.0,160.0,100.0,0.0,0.0,2.9,30.0,70.0,26.5,32.1,1.1,3.9,0.0,2.2,49400.0
2977,920.0,185.0,120.0,200.0,260.0,155.0,90.0,0.0,0.0,2.7,35.0,85.0,22.6,39.3,0.7,3.0,0.0,2.0,33300.0
2981,3200.0,560.0,390.0,835.0,825.0,585.0,70.0,10.0,20.0,2.2,295.0,2301.0,24.5,34.5,0.6,1.5,0.0,4.7,37300.0
2982,6365.0,830.0,625.0,1530.0,1470.0,1910.0,70.0,10.0,20.0,1.9,545.0,1852.0,47.4,12.9,8.2,34.3,1.9,39.9,31300.0
2983,9285.0,1560.0,1090.0,2250.0,2670.0,1720.0,80.0,10.0,10.0,2.3,555.0,1471.0,53.5,7.9,8.7,41.9,2.0,39.6,45100.0
2984,3245.0,450.0,385.0,635.0,1040.0,735.0,90.0,10.0,10.0,2.5,125.0,1625.0,34.8,19.7,7.3,35.4,1.0,35.4,41200.0
2985,4725.0,725.0,560.0,925.0,1310.0,1205.0,80.0,10.0,10.0,2.2,300.0,2069.0,21.3,33.4,6.9,29.6,0.3,36.7,42100.0
2986,8160.0,1170.0,825.0,1605.0,2460.0,2100.0,80.0,10.0,10.0,2.3,575.0,1803.0,40.0,15.3,6.8,29.1,1.3,37.5,45900.0
2987,7675.0,1050.0,695.0,1620.0,2075.0,2230.0,80.0,10.0,20.0,2.1,580.0,1967.0,35.4,20.7,6.1,27.6,0.5,34.7,46500.0
2988,2765.0,440.0,325.0,520.0,875.0,600.0,90.0,10.0,0.0,2.4,90.0,366.0,45.5,15.3,11.0,49.5,0.9,47.0,50600.0
2989,820.0,155.0,95.0,200.0,230.0,140.0,90.0,0.0,0.0,2.5,50.0,889.0,25.8,32.6,8.2,41.8,1.7,48.3,39400.0
2991,12925.0,2170.0,1565.0,2645.0,3655.0,2885.0,80.0,10.0,10.0,2.4,745.0,1553.0,30.7,28.5,10.3,43.5,0.9,47.3,31600.0
2992,14655.0,2540.0,1970.0,3055.0,4675.0,2415.0,80.0,10.0,10.0,2.5,780.0,1808.0,30.3,28.6,6.5,33.1,2.0,37.4,28200.0
2993,14285.0,2500.0,1860.0,2805.0,4655.0,2465.0,70.0,10.0,20.0,2.5,765.0,1707.0,26.4,32.9,8.0,38.4,2.0,45.7,34800.0
2994,6810.0,1730.0,820.0,1935.0,1740.0,580.0,60.0,10.0,30.0,2.8,310.0,1503.0,23.3,34.8,9.2,36.9,1.0,38.4,21100.0
2995,3805.0,560.0,455.0,810.0,1155.0,830.0,90.0,0.0,0.0,2.3,215.0,525.0,20.0,36.4,36.0,93.6,2.5,72.0,26300.0
3011,16390.0,1295.0,2690.0,7425.0,3150.0,1830.0,50.0,20.0,30.0,1.5,1325.0,6320.0,32.8,25.3,2.7,15.8,1.1,18.6,27900.0
3012,5735.0,465.0,835.0,2705.0,1005.0,730.0,40.0,20.0,30.0,1.5,395.0,6219.0,40.3,20.1,424.3,529.3,53.9,597.5,24500.0
3013,1025.0,80.0,155.0,485.0,200.0,105.0,40.0,20.0,40.0,1.6,35.0,6952.0,50.1,14.9,451.1,559.0,54.7,613.2,24300.0
3014,7805.0,1095.0,1200.0,2470.0,1895.0,1140.0,20.0,10.0,60.0,1.9,1385.0,6430.0,32.2,21.1,433.1,531.8,53.1,616.3,23500.0
3015,2340.0,195.0,400.0,925.0,520.0,295.0,60.0,10.0,30.0,1.6,180.0,5681.0,69.6,6.1,449.3,558.6,52.8,615.7,25400.0
3016,1760.0,95.0,475.0,530.0,385.0,275.0,60.0,20.0,20.0,1.5,55.0,3427.0,47.8,18.4,459.8,568.5,54.1,618.2,22200.0
3021,11980.0,1635.0,1955.0,4680.0,2710.0,1000.0,40.0,20.0,40.0,1.8,1280.0,6811.0,35.3,37.0,441.3,547.2,54.9,597.8,20900.0
3022,10065.0,1720.0,1660.0,3530.0,2230.0,920.0,30.0,10.0,50.0,2.0,1345.0,5978.0,55.6,13.7,452.2,549.1,52.3,627.8,25600.0
3023,9450.0,1545.0,1635.0,2975.0,2335.0,960.0,30.0,10.0,60.0,1.9,1350.0,7302.0,59.3,10.9,405.5,496.4,52.6,581.4,24700.0
3024,9115.0,1110.0,1400.0,3655.0,2060.0,890.0,50.0,10.0,40.0,1.7,1185.0,4385.0,60.4,10.9,435.4,530.2,52.3,605.9,23800.0
3025,7150.0,1215.0,1200.0,2145.0,1835.0,755.0,20.0,10.0,70.0,2.1,1350.0,5354.0,52.8,15.2,422.8,521.0,52.2,585.6,24600.0
3026,7330.0,1275.0,1105.0,2390.0,1695.0,865.0,20.0,10.0,60.0,2.0,1345.0,6235.0,66.9,7.3,377.8,477.2,50.7,552.1,25100.0
3027,10195.0,2050.0,1635.0,3260.0,2430.0,825.0,20.0,10.0,70.0,2.3,1500.0,4667.0,71.3,5.0,381.8,480.1,51.0,551.8,25500.0
3028,7700.0,1145.0,1020.0,2930.0,1725.0,880.0,30.0,20.0,50.0,1.8,990.0,3561.0,57.0,8.3,345.0,446.7,49.4,496.9,22500.0
3029,3280.0,760.0,410.0,1020.0,735.0,355.0,10.0,10.0,80.0,2.2,585.0,3168.0,63.3,4.3,267.3,332.5,39.9,359.2,21500.0
3031,8275.0,1010.0,1430.0,2960.0,1690.0,1190.0,40.0,10.0,40.0,1.7,1115.0,7752.0,66.8,3.8,332.2,415.3,49.5,504.4,23700.0
3032,6470.0,785.0,970.0,2425.0,1485.0,810.0,40.0,10.0,50.0,1.7,935.0,8136.0,60.8,7.9,384.0,483.1,53.2,568.3,27300.0
3033,4630.0,560.0,735.0,1925.0,955.0,460.0,40.0,20.0,40.0,1.7,530.0,7165.0,57.7,8.6,375.0,483.6,51.7,570.7,26300.0
3034,11540.0,2125.0,1585.0,3755.0,2600.0,1475.0,40.0,10.0,50.0,2.0,2040.0,5994.0,54.4,14.2,379.9,490.1,51.8,573.5,33900.0
3035,6760.0,1015.0,1000.0,2380.0,1565.0,800.0,40.0,10.0,50.0,1.8,1060.0,8063.0,68.5,7.0,329.5,439.6,51.4,543.4,
3036,8065.0,1425.0,1115.0,2855.0,1910.0,760.0,30.0,10.0,60.0,2.0,1345.0,6409.0,67.4,6.2,352.2,466.4,51.2,556.2,24800.0
3037,7690.0,1175.0,960.0,2825.0,1725.0,1005.0,50.0,10.0,30.0,1.9,780.0,6609.0,63.3,7.8,322.8,443.0,50.0,537.3,33100.0
3038,7970.0,690.0,1155.0,4350.0,1220.0,555.0,60.0,20.0,30.0,1.5,805.0,5865.0,51.5,17.0,332.8,451.8,50.8,542.0,
3039,10255.0,1195.0,1160.0,4565.0,2085.0,1245.0,70.0,20.0,10.0,1.7,505.0,5144.0,55.4,8.7,340.0,453.4,51.0,545.2,58200.0
3041,170.0,,25.0,80.0,55.0,10.0,50.0,10.0,40.0,1.9,10.0,2078.0,36.6,19.5,354.3,465.4,51.5,552.3,42600.0
3042,7940.0,1515.0,745.0,2310.0,1855.0,1515.0,40.0,10.0,50.0,2.0,1045.0,1908.0,,,338.9,436.3,47.7,493.2,
3043,7245.0,1155.0,735.0,2020.0,2140.0,1195.0,70.0,10.0,20.0,2.1,635.0,1769.0,60.1,9.8,303.5,383.0,35.8,396.5,37300.0
3044,125.0,20.0,10.0,40.0,35.0,20.0,80.0,10.0,10.0,2.0,5.0,1474.0,42.5,17.9,200.4,253.6,20.4,237.1,26600.0
3045,3490.0,1120.0,160.0,1225.0,675.0,310.0,70.0,10.0,20.0,2.9,155.0,881.0,,,195.1,236.4,22.1,220.8,28000.0
3046,345.0,50.0,30.0,65.0,115.0,85.0,90.0,0.0,0.0,2.3,15.0,56.0,19.5,50.1,170.2,263.4,23.1,279.1,33600.0
3047,70.0,5.0,,20.0,30.0,15.0,90.0,10.0,,1.9,,505.0,32.4,38.8,12.0,28.3,2.1,23.7,53900.0
3051,7815.0,1360.0,905.0,2715.0,1965.0,875.0,80.0,10.0,10.0,2.0,365.0,3145.0,,,35.0,50.2,2.8,44.3,50600.0
3052,6445.0,1480.0,785.0,1705.0,1450.0,1030.0,50.0,10.0,40.0,2.2,910.0,2759.0,32.8,25.8,277.5,383.8,43.0,455.5,55200.0
3053,10385.0,2095.0,1000.0,2615.0,2750.0,1925.0,70.0,10.0,20.0,2.0,1065.0,2410.0,56.7,14.2,153.2,272.0,21.3,295.9,24400.0
3054,7885.0,1160.0,765.0,1570.0,2185.0,2205.0,70.0,10.0,20.0,1.9,645.0,2087.0,52.3,20.3,82.1,131.3,6.8,139.4,34700.0
3055,8225.0,1925.0,695.0,1560.0,2215.0,1830.0,80.0,10.0,10.0,2.4,250.0,1703.0,43.0,26.6,96.3,159.2,8.3,181.3,25100.0
3056,3470.0,695.0,450.0,720.0,1240.0,365.0,70.0,10.0,20.0,2.6,190.0,875.0,26.1,46.4,78.2,123.9,4.8,139.8,35900.0
3059,12730.0,3435.0,1320.0,3490.0,3235.0,1250.0,70.0,10.0,20.0,2.8,605.0,1135.0,23.3,41.6,109.0,193.2,8.9,211.6,46400.0
3061,15925.0,2240.0,3025.0,5380.0,3350.0,1925.0,50.0,10.0,40.0,1.7,1900.0,5693.0,20.9,46.1,9.4,27.1,2.0,33.2,27700.0
3062,8300.0,1175.0,2220.0,1975.0,1710.0,1215.0,60.0,20.0,20.0,1.8,250.0,3131.0,56.0,13.2,339.5,437.8,51.5,537.1,26600.0
3063,10175.0,690.0,2720.0,3240.0,1930.0,1595.0,50.0,20.0,30.0,1.5,800.0,3520.0,32.7,40.2,266.3,384.5,44.7,470.8,29300.0
3064,1645.0,265.0,210.0,455.0,495.0,220.0,80.0,10.0,10.0,2.2,125.0,1450.0,51.5,11.6,279.3,374.3,44.0,459.1,28800.0
3065,8265.0,1230.0,1285.0,1610.0,2835.0,1300.0,70.0,10.0,20.0,2.3,360.0,1979.0,37.1,19.0,24.2,69.3,2.1,84.4,26300.0
3066,10460.0,1365.0,1010.0,2230.0,3375.0,2485.0,60.0,10.0,30.0,1.9,1280.0,2926.0,25.2,39.7,53.2,132.6,6.5,145.8,24000.0
3067,20905.0,2720.0,2590.0,5555.0,5460.0,4585.0,60.0,10.0,30.0,1.8,2405.0,3291.0,53.0,16.3,37.7,110.7,5.0,115.2,22700.0
3068,22780.0,3640.0,2420.0,5395.0,6015.0,5310.0,60.0,10.0,30.0,2.1,2395.0,2868.0,55.0,10.5,30.0,93.4,4.2,100.8,23700.0
3069,18995.0,2675.0,1825.0,4090.0,5190.0,5220.0,70.0,10.0,20.0,1.9,2145.0,2617.0,50.2,12.6,14.3,61.3,3.2,70.9,23600.0
3071,19485.0,3515.0,2370.0,6090.0,5035.0,2480.0,30.0,10.0,60.0,2.0,2935.0,4370.0,51.3,14.9,11.4,53.5,3.1,60.5,25200.0
3072,15770.0,2675.0,2165.0,5080.0,3915.0,1935.0,30.0,10.0,60.0,2.0,2410.0,4430.0,55.9,13.2,392.5,505.8,52.6,571.6,32500.0
3073,14120.0,2690.0,2185.0,4500.0,3325.0,1420.0,20.0,10.0,60.0,2.1,2380.0,6245.0,60.3,12.7,354.1,464.3,50.9,532.3,25600.0
3074,11890.0,2335.0,1880.0,3985.0,2660.0,1025.0,20.0,10.0,70.0,2.2,1800.0,4732.0,67.7,5.0,296.1,403.9,47.2,475.5,27300.0
3075,13515.0,2170.0,1520.0,3225.0,3860.0,2740.0,50.0,10.0,30.0,2.0,2315.0,3964.0,62.9,6.1,271.3,375.4,41.5,443.6,23200.0
3076,14230.0,2610.0,1695.0,4135.0,3345.0,2445.0,40.0,10.0,50.0,2.0,2125.0,2586.0,67.4,5.9,195.7,248.4,25.3,268.1,24600.0
3077,17855.0,3295.0,2280.0,4975.0,5230.0,2075.0,50.0,10.0,40.0,2.2,1910.0,2207.0,61.4,7.2,122.2,178.5,7.1,147.7,25200.0
3078,12790.0,2030.0,1370.0,3035.0,3005.0,3350.0,50.0,10.0,40.0,2.0,1615.0,2649.0,43.3,15.2,58.3,100.5,4.8,90.6,21300.0
3079,15960.0,2835.0,1785.0,4710.0,3810.0,2825.0,50.0,10.0,40.0,2.0,2040.0,2742.0,59.5,7.0,100.8,138.7,6.8,111.9,23100.0
3081,12500.0,2255.0,1970.0,4700.0,2760.0,820.0,20.0,20.0,60.0,2.0,1690.0,5756.0,55.7,8.5,87.9,130.8,5.0,104.5,25300.0
3082,11920.0,1965.0,1730.0,4275.0,2850.0,1105.0,40.0,20.0,40.0,1.9,1500.0,3668.0,66.4,4.6,332.3,428.8,50.3,495.3,25300.0
3083,13665.0,2165.0,1700.0,5485.0,3015.0,1295.0,30.0,30.0,40.0,1.8,1640.0,5154.0,61.2,7.7,299.7,346.9,42.9,382.3,
3084,2125.0,175.0,150.0,420.0,565.0,815.0,70.0,10.0,20.0,1.7,465.0,2274.0,61.9,4.2,316.0,382.8,46.0,431.0,26900.0
3085,13420.0,2405.0,1555.0,3885.0,3230.0,2345.0,40.0,10.0,50.0,1.9,2200.0,2651.0,70.0,8.2,163.9,193.5,18.6,187.4,30900.0
3086,12395.0,2590.0,1595.0,3820.0,2880.0,1505.0,30.0,10.0,60.0,2.1,1900.0,2611.0,67.0,6.0,122.3,171.9,6.2,146.1,27200.0
3087,1845.0,310.0,205.0,435.0,530.0,370.0,40.0,10.0,60.0,2.0,315.0,2269.0,60.2,7.6,110.2,145.5,6.4,118.2,
3088,35.0,,,25.0,5.0,,80.0,,,1.3,15.0,357.0,62.1,6.5,284.9,319.2,40.7,342.0,28900.0
3089,1485.0,240.0,170.0,395.0,450.0,225.0,60.0,10.0,30.0,2.0,180.0,279.0,,,55.8,90.0,4.8,83.5,
3111,4795.0,575.0,490.0,1600.0,1525.0,610.0,60.0,20.0,20.0,1.8,505.0,5015.0,56.8,9.1,2.6,12.0,0.9,7.2,44200.0
3112,10865.0,1705.0,1460.0,3815.0,2695.0,1190.0,40.0,20.0,40.0,1.9,1055.0,4369.0,45.7,16.6,177.0,198.3,13.3,176.4,29900.0
3113,15.0,,,,5.0,,80.0,,,1.8,,3567.0,55.1,7.9,211.9,248.1,27.4,241.2,24600.0
3114,6180.0,895.0,600.0,1715.0,1830.0,1140.0,70.0,10.0,20.0,2.0,680.0,2070.0,,,205.8,233.6,23.3,224.1,26100.0
3115,25.0,5.0,5.0,,15.0,,80.0,,,2.9,,979.0,51.8,8.5,143.2,157.9,6.5,143.4,38700.0
3116,3215.0,505.0,330.0,715.0,1005.0,660.0,80.0,10.0,10.0,2.2,135.0,3283.0,,,103.5,131.2,6.0,120.1,25900.0
3117,9095.0,1440.0,1055.0,2725.0,2445.0,1425.0,60.0,20.0,20.0,2.0,775.0,3720.0,25.0,32.3,149.4,178.5,8.2,157.3,36100.0
3118,5035.0,1000.0,595.0,1590.0,1160.0,690.0,30.0,10.0,60.0,2.1,720.0,3268.0,48.8,12.7,132.8,167.1,6.7,146.5,51600.0
3119,10040.0,1865.0,1320.0,2765.0,2460.0,1635.0,30.0,10.0,60.0,2.1,1285.0,3575.0,62.4,7.6,115.2,152.2,5.9,132.6,39100.0
3121,3235.0,455.0,335.0,555.0,940.0,955.0,80.0,10.0,10.0,2.2,145.0,2379.0,56.9,9.5,145.3,172.7,9.0,148.7,29800.0
3122,9440.0,1590.0,1015.0,2395.0,2120.0,2320.0,60.0,10.0,30.0,2.0,1090.0,3027.0,34.3,23.1,81.5,110.4,5.2,97.8,28400.0
3123,7405.0,1025.0,820.0,1560.0,2160.0,1845.0,80.0,10.0,10.0,2.2,455.0,2599.0,61.1,5.7,85.9,111.0,5.1,106.1,22900.0
3124,8295.0,1295.0,1235.0,1675.0,3095.0,1000.0,80.0,10.0,10.0,2.6,385.0,1824.0,37.5,18.8,49.1,66.3,3.4,68.1,32800.0
3125,350.0,55.0,45.0,80.0,120.0,50.0,80.0,10.0,10.0,2.4,20.0,1118.0,15.3,39.1,55.0,78.7,3.6,71.0,36500.0
3131,15050.0,2400.0,1655.0,4340.0,4155.0,2505.0,70.0,10.0,20.0,2.0,1480.0,3459.0,35.0,28.7,102.1,126.2,8.3,109.0,26900.0
